#2 v abc;0\2VABC_27431_01.zip
$#!7;0\__!7_26863_01.zip
Adventure 6 - Circus;a1\ADVENT06_20396_01.zip
Adventure 64 - Colossal Cave Adventure;a1\ADVENT64_10755_01.zip
Adventure 7 - Feasibility Experiment;a1\ADVENT07_20398_01.zip
Adventure 8 - The Wizard of Akyrz;a1\ADVENT08_20395_01.zip
Adventure 9 - Perseus & Andromeda;a1\ADVENT09_20391_01.zip
Adventure Author;a1\ADVAUTHR_29868_01.zip
Adventure Castle;a1\ADVCAST2_14003_01.zip
Adventure Castle;a1\ADVCAST1_00142_01.zip
Adventure Construction Set;a1\ADVCSET0_00143_01.zip
Adventure Creator;a1\ADVCREAT_22218_01.zip
Adventure Creator;a1\ADVCREAT_00144_01.zip
Adventure der Sufer;a1\ADVSAEUF_11261_01.zip
Adventure Generator v2;a1\ADVGENER_18162_01.zip
Adventure II;a1\ADVENTU2_20377_01.zip
Adventure in Atlantis;a1\ADVINATL_00145_01.zip
Adventure in Time and Space;a1\ADVTIME_00146_01.zip
Adventure Interpretor;a1\ADVINTRP_00147_01.zip
Adventure Island;a1\ADVISLAN_10069_01.zip
Adventure Land;a1\ADVLAND_12274_01.zip
Adventure Maker;a1\ADVMAKER_22219_01.zip
Adventure Master;a1\ADVMAST0_14843_02.zip
Adventure of a Lifetime;a1\ADVLIFET_15777_02.zip
Adventure of a Mug;a1\ADVOFMUG_10076_01.zip
Adventure of Cleopatra's Pyramid;a1\ADVCLEOP_23661_01.zip
Adventure of the Bunker;a1\ADVENTOB_27173_01.zip
Adventure of the Dancing Dragon, The;a1\ADVDANCE_29918_01.zip
Adventure of the Year;a1\ADVENTOY_00148_01.zip
Adventure on the Planet of Zeeble;a1\ADVZEEBL_10757_01.zip
Adventure Pencil;
Adventure Quest;a1\ADVQUEST_00149_01.zip
Adventure School 2084;a1\ADVSCHOO_25789_01.zip
Adventure Shell;a1\ADVSHELL_00150_01.zip
Adventure System;a1\ADVSYS-D_22802_01.zip
Adventure System;a1\ADVSYS-E_21667_01.zip
Adventure Thru;a1\ADVTHRU1_17585_01.zip
Adventure Thru II;a1\ADVTHRU2_17586_01.zip
Adventure Without a Name;a1\ADVNONAM_10756_01.zip
Adventure Writing System;a1\ADVWRITS_14004_01.zip
Adventureland;a1\ADVLAND1_00151_01.zip
Adventureland;a1\ADVLAND2_00152_01.zip
Adventure-Mine;a1\ADV-MINE_18630_01.zip
Adventurer, The;a1\ADVTURER_09758_01.zip
Adventures in Colorland - Space Sagas;a1\ADVINCOL_22782_02.zip
Adventures of Alain, The;a1\ADVALAIN_25772_01.zip
Adventures of Barsak the Dwarf, The;a1\ADVDWARF_00153_01.zip
Adventures of Blackbeard, The;a1\ADVBLACK_27092_01.zip
Adventures of Bond... Basildon Bond, The;a1\ADVBASIL_00638_01.zip
Adventures of Buckaroo Banzai, The;a1\ADVBUCKB_00154_01.zip
Adventures of Buckaroo Banzai, The;a1\ADVBUCKB_10726_02.zip
Adventures of Jim Slim in Dragonland, The;a1\ADVJIMSL_00155_04.zip
Adventures of the Little Ghostkid, The;a1\GHOSTKID_00156_01.zip
Adventures of Tronic;a1\ADVTRONI_28784_01.zip
Adventures on Planet Smir III - Episode I [Preview];a1\ADVPLAN-_29061_01.zip
Adventures with Fractions;a1\ADVWFRAC_25398_01.zip
Adventure-spil;a1\ADV-SPIL_26206_01.zip
Adventureworld;a1\ADVWORLD_15126_01.zip
AdventureWriter;a1\ADVWRITR_15332_01.zip
Adverb Forms 2;a1\ADVERBF2_24346_01.zip
Adverbs & Adjectives;
AECEA;a1\AECEA_15529_01.zip
Aegean Voyage;a1\AEGEANVO_00157_02.zip
Aerial;a1\AERIAL_30182_01.zip
Aerobics;a1\AEROBICS_00158_01.zip
Aerohawk;a1\AEROHAWK_12690_01.zip
Aerojam;a1\AEROJAM_19423_01.zip
Aeronaute;
Aeroporto, L';a1\AEROPORT_20954_01.zip
Aerosol;a1\AEROSOL_15493_01.zip
Afdaling in Chaos;a1\AFDALING_24429_01.zip
Affaire Vera Cruz, L';a1\VERACRUZ_04220_01.zip
Affairs of State;a1\AFFAIRSO_10758_01.zip
Affen-Jagd;a1\AFFENJAG_14091_01.zip
Affili8!;a1\AFFILI8!_21458_02.zip
AFK - Aim, Fire, Kill;a1\AFK_09698_02.zip
AFL Boulder Dash;a1\AFLBDASH_00159_01.zip
AFO;a1\AFO_14340_02.zip
Africa;a1\AFRICA_10759_01.zip
Africa & Asia;a1\AFRICAAA_21328_01.zip
Africa Gardens;a1\AFRICAGA_00160_01.zip
Africa Nera;a1\AFRINER2_21069_02.zip
Africa Nera;a1\AFRICANE_28614_01.zip
Africa Nera;a1\AFRINER1_00161_01.zip
Africa Safari;a1\AFRICASA_28121_01.zip
African Adventure - In Search of Dr. Livingston;a1\AFRIADV1_20259_01.zip
African Adventure - In Search of Dr. Livingston;a1\AFRIADV2_00163_02.zip
African Escape;a1\AFRICAN2_10761_02.zip
African Escape;a1\AFRICAN1_10760_02.zip
African Safari;a1\AFRICANS_00164_01.zip
Afrikan Thti;a1\AFRICATA_00162_01.zip
After the Party;a1\AFTERTHE_10119_01.zip
After the War;a1\AFTERW-S_16238_01.zip
After the War;a1\AFTERW-E_00165_02.zip
Afterburner;a1\AFTERBU0_00166_02.zip
Afterburner;a1\AFTERB-U_09762_02.zip
AfterLife;a1\AFTERLI1_00167_01.zip
AfterLife v2.0;a1\AFTERLI2_12598_01.zip
Aftermath;a1\AFTERMA1_00168_02.zip
Aftermath;a1\AFTERMA2_00169_01.zip
Aftermath of the Asimovian Disaster, The;a1\AFTERAD2_16454_01.zip
Aftermath of the Asimovian Disaster, The;a1\AFTERAD1_11913_01.zip
Aftermath! - The System Wars... [Preview];a1\AFTERMA-_20860_01.zip
Afterworld, The;a1\AFTERWOR_00170_02.zip
AGCK - Arcade Game Construction Kit;a1\AGCK0_00363_03.zip
AGE - The Adventure Grafik Editor;a1\AGE_12334_01.zip
Age of Adventure - Ali Baba and the Forty Thieves;a1\AGE-ALI_00171_01.zip
Age of Adventure - The Return of Heracles;a1\AGE-HERA_00172_01.zip
Age of Heroes, The;a1\AGEOFHER_27643_01.zip
Agency;a1\AGENCY0_18895_01.zip
Agent 101;a1\AGENT101_27042_01.zip
Agent 999;a1\AGENT999_18627_01.zip
Agent Blotto;a1\AGENTBLO_09331_01.zip
Agent Hawk;a1\AGENTHWK_14361_01.zip
Agent Orange;a1\AGENTORA_00174_02.zip
Agent Rod;a1\AGENTROD_26480_01.zip
Agent UOP;a1\AGENTUOP_00175_01.zip
Agent USA;a1\AGENTUS1_00176_02.zip
Agent USA II;a1\AGENTUS2_00177_01.zip
Agent X II - The Mad Prof's Back;a1\AGENTX2_00178_03.zip
Agente 007;
Agente Federale;a1\AGENTEFE_18089_01.zip
Agente Speciale;a1\AGENTESP_21118_01.zip
Agente Zoltan - Geos 117;a1\AGENTEZO_19832_01.zip
Agenti Speciali;a1\AGENTISP_20950_01.zip
Agent-Test;a1\AGENTEST_25952_02.zip
Aggression;a1\AGGRESSI_16145_01.zip
Aghamix;a1\AGHAMIX0_00179_02.zip
Agnes;a1\AGNES_00180_02.zip
Agricola;a1\AGRICOLA_00181_01.zip
AGTMNS -  A Game That Makes No Sense;a1\AGTMNS_19362_01.zip
Aguilas, Las;a1\AGUILAS_14122_01.zip
Ah Diddums;a1\AHDIDDUM_00182_02.zip
Ah Type [Preview];a1\AHTYPE-_25761_01.zip
Ahorcado;a1\AHORCADO_21827_01.zip
Ai confini della realt;a1\AICONFIN_15940_02.zip
Aidon - The Apocalypse;a1\AIDON_00183_01.zip
Aids Fighters;a1\AIDSFIGH_09715_01.zip
Aigina's Prophecy;a1\AIGINAS_00184_02.zip
Aikaetsiv!;a1\AIKAETSI_20040_01.zip
Aimpoint;a1\AIMPOINT_18070_01.zip
Aintree;a1\AINTREE_21527_01.zip
Air Assault;a1\AIRASSAU_10264_01.zip
Air Attack;a1\AIRATTA4_19636_01.zip
Air Attack;a1\AIRATTA1_15064_01.zip
Air Attack;a1\AIRATTA2_19647_01.zip
Air Attack;a1\AIRATTA3_21411_01.zip
Air Attack!;a1\AIRATTA!_29381_01.zip
Air Ball;a1\AIRBALL_12291_01.zip
Air Combat;a1\AIRCOMBT_19122_01.zip
Air Combat Simulator;a1\AIRCBSIM_28520_01.zip
Air Defender;a1\AIRDEFEN_13552_01.zip
Air Patrol;a1\AIRPATRL_24811_01.zip
Air Pilot;a1\AIRPILOT_21589_01.zip
Air Plane Lander;a1\AIRPLANL_29277_01.zip
Air Port Game;a1\AIRPORTG_13550_01.zip
Air Raid;a1\AIRRAID2_22268_01.zip
Air Rallye;a1\AIRRALLY_00185_01.zip
Air Rescue;a1\AIRRESC2_22482_01.zip
Air Rescue;a1\AIRRESCU_09727_02.zip
Air Rescue I;a1\AIRRESC1_00186_02.zip
Air Sea Battle;a1\AIRSEABA_25604_01.zip
Air Support;a1\AIRSUPPO_00187_02.zip
Air Traffic;a1\AIRTRAFF_29369_01.zip
Air Traffic Control;a1\AIRTRAF2_29702_01.zip
Air Traffic Control;a1\AIRTRAF1_29701_01.zip
Air Traffic Controller;a1\AIRTRAFC_15482_02.zip
Air Wolf;a1\AIRWOLF_24238_01.zip
Airbase Controller;a1\AIRBASEC_10680_01.zip
Airbattle - Shoot Off Planes;a1\AIRBATTL_15769_01.zip
Airborne Ranger;a1\AIRBORN0_00190_01.zip
Airborne Ranger;a1\AIRBORNE_00189_02.zip
Airborne Rangers;a1\AIRBORNE_00191_01.zip
Airbus-A300 Simulator;a1\AIRBUSA3_15127_01.zip
Air-Command;a1\AIRCOMMA_10433_02.zip
Aircommando;a1\AIRCOMMD_00192_01.zip
Aircop 2000;a1\AIRCOP_00193_01.zip
Aircraft Lander;a1\AIRCLAND_09629_02.zip
Aircraft Patrol III;a1\AIRCRAFT_26509_01.zip
Airfight;a1\AIRFIGHT_15128_01.zip
Airline;a1\AIRLINE_16083_01.zip
Airline;a1\AIRLINE0_14324_01.zip
Airline Patrol;a1\AIRLINEP_18645_01.zip
Airliner;a1\AIRLINER_23896_01.zip
Airplane;a1\AIRPLANE_23563_01.zip
Air-Plane 64;a1\AIR-PLAN_18109_01.zip
Airport '94;a1\AIRPRT94_12539_01.zip
Airraid;a1\AIRRAID_09858_01.zip
Air-Raid [Preview];a1\AIRRAID-_14006_01.zip
Airship II, The;a1\AIRSHIP2_00196_01.zip
Airship, The;a1\AIRSHIP1_00195_01.zip
Airwalk Basketball;a1\AIRWALKB_10762_01.zip
Airwar;a1\AIRWAR_10763_01.zip
Airwolf;a1\AIRWOLF3_15082_01.zip
Airwolf;a1\AIRWOLF1_00197_04.zip
Airwolf II;a1\AIRWOLF2_00199_03.zip
Ajedrez;a1\AJEDREZ_23086_01.zip
Ajedrez;a1\AJEDREZ2_21822_01.zip
Akalabeth - World of Doom;a1\AKALABTH_26693_01.zip
Akalabeth [Preview];a1\AKALABE-_27891_01.zip
Akasztfa;a1\AKASZTOF_20674_01.zip
ke [Preview];a1\AAKE1-_00201_01.zip
ke II [Preview];a1\AAKE2-_00200_01.zip
ke III - ke Gets Mediaeval;a1\AAKE3_09912_01.zip
Aknakeres;a1\AKNAKERE_00202_02.zip
Akropolis;a1\AKROPOLI_00203_01.zip
Aksjemarked;a1\AKSJEMAR_14229_01.zip
Aktenzeichen X-14;a1\AKTENX14_04915_01.zip
Aktienbrse;a1\AKTIENBO_22624_01.zip
Aktienmanager II;a1\AKTIENM2_18876_01.zip
Aktienspiel;a1\AKTIENSP_29338_01.zip
Aktienspiel, Das;a1\AKTIENSP_11626_02.zip
Aktiv;a1\AKTIV_09423_01.zip
Aktiv-Pfad, Der;a1\AKTIVP-E_29172_01.zip
Aktiv-Pfad, Der;a1\AKTIVP-D_29171_01.zip
Al Barakah;a1\ALBARAKA_16330_02.zip
Al Capone;a1\ALCAPONE_00204_01.zip
AL II;a1\AL2_19557_01.zip
Al the Fish [Preview];a1\ALFISH-_00205_01.zip
Ala;a1\ALA_00206_01.zip
Ala, La;a1\LAALA_14084_02.zip
Alan Simmons - Bucaneer;a1\ASBUCANR_20440_01.zip
Albatros;a1\ALBATROS_24468_01.zip
Albert;a1\ALBERT_19057_01.zip
Al-Bert;a1\AL-BERT_28827_01.zip
Alberto Sorrio - Il Relitto Misterioso;a1\ALBERTO2_22319_01.zip
Alberto Sorrio - La Goccia di Sangue;a1\ALBERTO1_22339_01.zip
Alberto Sorrio - L'Ereditiera;a1\ALBERTO3_22320_01.zip
Alberts Drm [Exciting Dreams];a1\ALBERTSD_13864_01.zip
Alcatraz;a1\ALCATRAZ_15129_02.zip
Alcazar - The Forgotten Fortress;a1\ALCAZAR_00207_02.zip
Alchemist;a1\ALCHEMST_30212_01.zip
Alchemist's Apprentice;a1\ALCHEMIS_11157_01.zip
Alchemy 1K;a1\ALCHEMY1_17065_02.zip
Alchimia;a1\ALCHIMIA_20767_01.zip
ALCON;a1\ALCON_00208_02.zip
Aldebaran;a1\ALDEBARA_09631_01.zip
Alderan;a1\ALDERAN_00209_01.zip
Alea [Preview];a1\ALEA-_28953_01.zip
Alea Jacta;a1\ALEAJACT_18013_01.zip
Alert [Preview];a1\ALERT-_00210_01.zip
Alesian Plains;a1\ALESIANP_16659_01.zip
Aleste;a1\ALESTE_25350_01.zip
Alex Goes Jogging;
Alex in Space;
Alex in the Jungle;
Alexander the Great;a1\ALEXTHEG_20894_01.zip
Alf;a1\ALF3_00212_01.zip
Alf - The First Adventure;a1\ALF1_00211_02.zip
Alf in the Color Caves;a1\ALFINTCC_00213_03.zip
Alfa Bug;a1\ALFA-BUG_29255_01.zip
Alfa Zeta;a1\ALFAZETA_23124_01.zip
Alfabet;a1\ALFABET_09170_01.zip
Alfabetic Highway;a1\ALFABETH_15539_01.zip
Alfabeto Pazzo;a1\ALFABET1_20768_01.zip
Alfabeto Pazzo;a1\ALFABET2_21294_01.zip
Alfabug;a1\ALFABUG2_29157_01.zip
Alfabug;a1\ALFABUG_10690_01.zip
Alfred J. Kwak [Preview];a1\AJKWAK-_19718_01.zip
Alfredo Break;a1\ALFREDOB_16329_02.zip
Alfredo Landing;a1\ALFREDOL_22321_01.zip
Alfredo Parking;a1\ALFREDOP_00214_02.zip
Alfred's Castle;
Alge-Blaster!;a1\ALGEBLA0_10088_01.zip
Algebra Dragons, The;a1\ALGEBRAD_10998_02.zip
Algebra I;a1\ALGEBRA1_23567_02.zip
Algebra II;
Algebra III;a1\ALGEBRA3_23569_01.zip
Algebraic Vectors;a1\ALGEBVEC_28086_01.zip
Algemein-Quiz;a1\ALGEMEIN_18803_01.zip
Algernon - An Introduction to Programming Logic;a1\ALGERNON_15130_02.zip
Algol;a1\ALGOL_27391_01.zip
Alhambra;a1\ALHAMBRA_16645_01.zip
ALI;a1\ALI_27890_01.zip
ALI 1001;a1\ALI1001_22790_03.zip
Ali Baba;a1\ALIBABA3_19514_01.zip
Ali Baba;a1\ALIBABA2_21570_01.zip
Ali Baba;a1\ALIBABA1_00215_02.zip
Aliants - The Desperate Battle for Earth;a1\ALIANTS0_00216_01.zip
Aliard's Tome;a1\ALIARDST_17129_01.zip
Alice;a1\ALICE_00217_01.zip
Alice - Escape from Wonderland;a1\ALICEEFW_28288_01.zip
Alice i Job-Land;a1\ALICEIJL_29056_01.zip
Alice in Videoland;a1\ALICE0_00218_02.zip
Alice in Videoland - The Further Adventures;a1\ALICETFA_02986_01.zip
Alice in Wonderland;a1\ALICEIW0_00219_01.zip
Alien;a1\ALIEN9_19513_01.zip
Alien;a1\ALIEN6_13654_01.zip
Alien;a1\ALIEN8_17707_01.zip
Alien;a1\ALIEN7_17447_01.zip
Alien;a1\ALIEN10_29322_01.zip
Alien;a1\ALIEN5_00221_01.zip
Alien;a1\ALIEN1_00220_02.zip
Alien;a1\ALIEN4_00222_01.zip
Alien;a1\ALIEN2_09264_01.zip
Alien 3;a1\ALIEN3_00223_02.zip
Alien 8;a1\ALIEN8_28185_02.zip
Alien Armada;a1\ALIENARM_00224_01.zip
Alien Attack;a1\ALIENAT8_18714_02.zip
Alien Attack;a1\ALIENAT9_17565_02.zip
Alien Attack;a1\ALIENA10_21395_01.zip
Alien Attack;a1\ALIENAT6_00225_01.zip
Alien Attack;a1\ALIENAT5_10586_01.zip
Alien Attack;a1\ALIENAT7_09428_02.zip
Alien Attack;a1\ALIENAT4_09648_01.zip
Alien Attack 64;a1\ALIENA64_21508_01.zip
Alien Attack I;a1\ALIENAT1_00226_03.zip
Alien Attack II;a1\ALIENAT2_14244_03.zip
Alien Attack III - The Final Attack;a1\ALIENAT3_10681_02.zip
Alien Attacker;a1\ALIENATT_10587_01.zip
Alien Bash;a1\ALIENBH1_09088_01.zip
Alien Bash II;a1\ALIENBH2_23947_01.zip
Alien Battle;a1\ALIENBA1_21232_01.zip
Alien Battle II;a1\ALIENBA2_21233_01.zip
Alien Blast;a1\ALIENBL1_13777_01.zip
Alien Blast II;a1\ALIENBL2_16292_02.zip
Alien Blaster;a1\ALIENBS2_17490_01.zip
Alien Blaster;a1\ALIENBS1_00227_01.zip
Alien Bleed;a1\ALIENBLD_28797_01.zip
Alien Blitz;a1\ALIENBLI_29997_01.zip
Alien Brood;a1\ALIENBRO_00228_01.zip
Alien City Blitz;a1\ALIENCIT_00229_01.zip
Alien Commando - The Ship;a1\ALIENCO1_09306_01.zip
Alien Commando II - Planet X;a1\ALIENCO2_05747_01.zip
Alien Commando III - Planet Ice;a1\ALIENCO3_12412_01.zip
Alien Complex [Preview];a1\ALIENCO-_29645_01.zip
Alien Destroyer;a1\ALIENDES_00230_01.zip
Alien Fighter;a1\ALIENFIG_09524_01.zip
Alien Infiltration;a1\ALIENIF1_12716_01.zip
Alien Infiltration II;a1\ALIENIF2_16553_01.zip
Alien Infiltration III;a1\ALIENIF3_12634_01.zip
Alien Infiltration IV;a1\ALIENIF4_12635_01.zip
Alien Invader;a1\ALIENINV_00231_01.zip
Alien Invaders;a1\ALIENIN2_16483_01.zip
Alien Invaders;a1\ALIENIN1_22408_01.zip
Alien Invasion;a1\ALIENIV2_17530_02.zip
Alien Invasion;a1\ALIENIV1_15982_02.zip
Alien Invasion;a1\ALIENIV3_28316_02.zip
Alien Kill;a1\ALIENKI1_09362_01.zip
Alien Kill II - The Final Encounter;a1\ALIENKI2_00232_01.zip
Alien Killers;a1\ALIENKIL_00233_01.zip
Alien Panic;a1\ALIENPA2_16528_01.zip
Alien Panic;a1\ALIENPA1_00234_01.zip
Alien Raid;a1\ALIENRAI_19879_01.zip
Alien Rescue;a1\ALIENRES_00235_02.zip
Alien Research Centre II - Return to Oblivion;a1\ALIENRC2_28186_01.zip
Alien Research Centre III - Footprints in the Snow;a1\ALIENRC3_29558_01.zip
Alien Science Quiz;a1\ALIENSCI_13382_01.zip
Alien Shootout;a1\ALIENSHO_20802_01.zip
Alien Sidestep;a1\ALIENSID_14585_01.zip
Alien Smash;a1\ALIENSMA_00236_01.zip
Alien Smash;a1\ALIENSMA_09048_01.zip
Alien Snipers;a1\ALIENSNI_17329_01.zip
Alien Sounds;a1\ALIENSOU_00237_01.zip
Alien Storm;a1\ALIENSTM_29492_01.zip
Alien Storm;a1\ALIENSTO_12710_01.zip
Alien Strike;a1\ALIENSTR_12211_02.zip
Alien Syndrome;a1\ALIENSY0_00239_01.zip
Alien Task Force II;a1\ALIENTF2_10437_02.zip
Alien Taskforce;a1\ALIENTF1_10432_02.zip
Alien Team, The;a1\ALIENTEA_17503_01.zip
Alien Terrordome;a1\ALIENTER_12053_01.zip
Alien War [Preview];a1\ALIENWA-_00240_01.zip
Alien War Reload;a1\ALIENWAR_29055_01.zip
Alien Zoo;a1\ALIENZOO_12604_01.zip
Alienator;a1\ALIENATR_26298_01.zip
Alienator;a1\ALIENATR_10470_02.zip
Alienator 93;a1\ALIENA93_14341_01.zip
Alienator!;a1\ALIENATO_00241_01.zip
Alieni;a1\ALIENI_20900_02.zip
Aliens;a1\ALIENS3_14123_01.zip
Aliens;a1\ALIENS5_22862_01.zip
Aliens;a1\ALIENS4_21872_01.zip
Aliens;a1\ALIENS6_24775_01.zip
Aliens;a1\ALIENS7_27901_01.zip
Aliens - The Computer Game;a1\ALIENS_00242_03.zip
Aliens - The Computer Game;a1\ALIENS_00243_02.zip
Aliens from Subterrania;a1\ALIENSFS_00244_01.zip
Aliens of Kaladram, The;a1\ALIENSOK_24886_01.zip
AlienStorm;a1\ALIENSTO_00238_01.zip
Alienworld;a1\ALIENWOR_00245_02.zip
AlienX;a1\ALIENX_19913_01.zip
Alioids;a1\ALIOIDS_10764_01.zip
Alioth;a1\ALIOTH-P_14230_01.zip
Alioth;a1\ALIOTH_00246_01.zip
Alioth;a1\ALIOTH-E_10471_01.zip
Alisa;a1\ALISA_29764_01.zip
Alison's Maths;a1\ALISON_00247_01.zip
Al-Khwarizmi;a1\AL-KHWAR_19408_01.zip
All About Dinosaurs;a1\ALLABOUT_26072_01.zip
All New Family Feud;a1\ALLNWFF0_20805_01.zip
All or Nothing;a1\ALLORNOT_16800_01.zip
All Risks;a1\ALLRISKS_00248_01.zip
All Smiles;a1\ALLSMIL1_00249_01.zip
All Smiles;a1\ALLSMIL2_12678_01.zip
All Smiles Maze Maker;a1\ALLSMILM_13216_01.zip
All Stars;a1\ALLSTARS_00250_01.zip
Alla Ricerca del Budda di Bodhnath;a1\ALLARICE_16139_02.zip
Alla Ricerca dell'Acqua Eterna;a1\ALLARDAE_28080_01.zip
All-American Basketball;a1\ALLAMERI_00251_01.zip
Allan Border's Cricket;a1\ABCRICKT_00252_02.zip
Alle Negen;a1\ALLENEGN_29186_01.zip
Alle Neune;a1\ALLE9NE2_15132_01.zip
Alle Neune;a1\ALLE9NE1_09472_01.zip
Alle Ni;a1\ALLENI_25931_01.zip
Allein gegen die BSE9;a1\ALLEINGB_26495_01.zip
Alleswisser Quiz;a1\ALLESWIS_19854_01.zip
Alley Cat;a1\ALLEYCAT_00253_04.zip
Alley Oops;a1\ALLEYOPS_00254_01.zip
Alley Wars;a1\ALLEYWAR_12221_02.zip
Alleykat;a1\ALLEYKAT_00255_02.zip
Alleyoop;a1\ALLEYOOP_10765_01.zip
Allgemeinbildungsprogramm, Das;a1\ALLGEMBI_14826_01.zip
Allgemeinwissen;a1\ALLGEMEI_09243_01.zip
Allgemeinwissen v2;a1\ALLGEMV2_18882_01.zip
Alliance;a1\ALLIANC2_29975_01.zip
Alliance;a1\ALLIANCE_00256_01.zip
Allien Pacmann;a1\ALLIENPA_15133_01.zip
Alligator Moeras;a1\ALLIGATO_00257_02.zip
Alligator!;a1\ALLIGAT!_14558_01.zip
All'ippodromo;a1\ALLIPPRO_20976_01.zip
Alloyrun;a1\ALLOYRUN_00258_02.zip
Allumettes a Plusieurs;a1\ALLUMETP_28961_01.zip
Allumettes, Les;a1\ALLUMETT_28960_01.zip
Allydash;a1\ALLYDASH_26737_01.zip
Almazz;a1\ALMAZZ_00259_02.zip
Aloholtest;a1\ALOHOLTE_20387_01.zip
Alone;a1\ALONE_16332_01.zip
Alone and Dangerous [Preview];a1\ALONEAD-_27404_01.zip
Alone in the Green;a1\ALONEITG_21461_01.zip
Alpha Aliens;a1\ALPHAALI_16847_01.zip
Alpha Anxiety;a1\ALPHAAN2_25461_01.zip
Alpha Anxiety;a1\ALPHAAN1_00260_01.zip
Alpha Build;a1\ALPHABLD_11010_01.zip
Alpha Centauri;a1\ALPHACEN_25670_01.zip
Alpha Command;a1\ALPHACOM_00261_01.zip
Alpha Omega Run;a1\ALPHARUN_00262_01.zip
Alpha Runner;
Alpha Test, The;a1\ALPHATST_13325_01.zip
Alpha Type;a1\ALPHATYP_14231_01.zip
Alpha V;a1\ALPHAV_23841_01.zip
Alpha V;a1\ALPHA5_27172_01.zip
Alpha Warriors;a1\ALPHAWAR_10663_01.zip
Alphabahn;
Alphabet;a1\ALPHABET_22596_01.zip
Alphabet Arcade;
Alphabet Cadet;a1\ALPHACAD_12120_01.zip
Alphabet Circus;a1\ALPHACIR_12352_01.zip
Alphabet Construction Set;a1\ALPHABCS_24682_01.zip
Alphabet Crazy;a1\ALPHABCR_24887_01.zip
Alphabet Shuffle, The;a1\ALPHABSH_11032_01.zip
Alphabet Soup;a1\ALPHASP2_30352_01.zip
Alphabet Soup;a1\ALPHASP1_11219_01.zip
Alphabet Trainer;a1\ALPHABTR_12672_01.zip
Alphabet Zoo;a1\ALPHAZOO_11284_01.zip
Alphabetica;a1\ALPHABTC_15838_01.zip
Alphabetizing Practice;a1\ALPHABPR_14234_01.zip
Alphabetter;a1\ALPHABTR_14269_01.zip
Alphabopper;a1\ALPHABOP_16860_01.zip
Alphafighter;a1\ALPHAFIG_09880_01.zip
Alphametix;a1\ALPHAMET_13324_01.zip
Alphanum Delight;a1\ALPHANUM_25917_01.zip
Alpha-Shoot;a1\ALPHA-SH_10701_01.zip
Alphoid;a1\ALPHOID_00263_01.zip
Alpine Encounter, The;a1\ALPINEE0_10120_01.zip
Alpine Escape;a1\ALPINEES_14312_01.zip
Alpine Rescue;a1\ALPINERE_18921_02.zip
Alpine Slopes;a1\ALPINESL_21960_01.zip
Alpine Tram Ride;a1\ALPINETR_11078_01.zip
Alpiner, The;a1\ALPINER_10265_01.zip
Alpinista, L';a1\ALPINIST_28595_01.zip
Alpino;a1\ALPINO_26822_01.zip
Alps;a1\ALPS_19942_01.zip
Al's Tour of the States;a1\ALSTOURS_26540_01.zip
Al-Strad;a1\AL-STRAD_22525_01.zip
Altair 4;a1\ALTAIR4_00264_02.zip
Altair Eliza;a1\ALTAIREL_28875_01.zip
Altarius [Preview];a1\ALTARIU-_12987_01.zip
Alte Rom, Das;a1\ALTEROM_19570_01.zip
Alter Ego;a1\ALTEREGO_25567_01.zip
Alter Ego - Female Version;a1\ALTEGOF0_00266_01.zip
Alter Ego - Male Version;a1\ALTEGOM0_00265_01.zip
Altered Beast;a1\ALTBEAST_00267_02.zip
Altered State [Preview];a1\ALTSTAT-_00268_01.zip
Alternate Reality - The City;a1\ALTCITY0_00269_02.zip
Alternate Reality - The Dungeon;a1\ALTDUNG0_00270_02.zip
Alternative World Games;a1\ALTERWG0_00271_01.zip
Alto Medioevo;a1\ALTOMED1_22322_01.zip
Alto Medioevo;a1\ALTOMED2_22323_01.zip
Alucard Manor - Das Haus des Schreckens;a1\ALUCARDM_19577_01.zip
Alunissage;a1\ALUNISSA_26263_01.zip
Alunizaje;a1\ALUNIZAJ_30005_01.zip
lypeli;a1\ALYPELI_29857_01.zip
Alzan;a1\ALZAN_10909_01.zip
Am laufenden Band;a1\AMLAUFEN_29653_01.zip
Amadeus Revenge;a1\AMADEUS_00272_01.zip
Amato Inferno;a1\AMATOINF_21061_02.zip
Amaurote;a1\AMAUROTE_00273_02.zip
A-Maze-ing;a1\A-MAZIN2_17847_01.zip
A-Maze-Ing;a1\A-MAZIN1_10891_01.zip
Amazement;a1\AMAZEMNT_24605_01.zip
Amazer;a1\AMAZER_11838_01.zip
Amazer - Science;a1\AMAZERSC_23662_01.zip
Amazin';a1\AMAZIN1_17782_01.zip
Amazin';a1\AMAZIN2_22088_01.zip
Amazing;a1\AMAZING_15068_01.zip
Amazing Adventure;a1\AMAZINGA_10804_01.zip
Amazing Facts;a1\AMAZFAC1_17587_01.zip
Amazing Facts II;a1\AMAZFAC2_17588_01.zip
Amazing Maze;a1\AMAZMAZE_18615_01.zip
Amazing Ollie;a1\AMAZINGO_23595_01.zip
Amazing Spider-Man, The;a1\AMAZSM-U_20813_01.zip
Amazing Spider-Man, The;a1\AMAZSM-E_00274_02.zip
Amazon;a1\AMAZON-D_24946_01.zip
Amazon;a1\AMAZON0_00276_01.zip
Amazon;a1\AMAZON-E_00275_02.zip
